,name,pca,adjusted_r2,r2,mae,mape,best_score,params,rae,job,size
2,lasso,35,0.9466179059839953,0.9512219560506437,15795.13466065598,0.21535049058408665,0.9435858501541068,"{'lasso__alpha': 0.9600000000000001, 'pca__n_components': 35}",0.20067820767408845,genotype_gvcfs,1719
3,elasticnet,22,0.9417445180393254,0.9467688836163533,15927.152372565419,0.21442593309029967,0.9401064422907458,"{'elasticnet__alpha': 0.11, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 22}",0.2023555012443175,genotype_gvcfs,1719
4,svr,18,0.9430306485240267,0.9479440890942156,16039.244090157676,0.21653324446432606,0.9370452960241153,"{'pca__n_components': 18, 'svr__alpha': 0.07010000000000001, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}",0.20377963376770494,genotype_gvcfs,1719
5,big,xD,,0.9459029207343087,13901.66511627907,0.13543898042616043,,,0.1732178532424125,genotype_gvcfs,1719
0,knn,35,0.9473149230542133,0.9481158054892972,2143.73196440794,0.03538874237514348,0.932232127030431,"{'knn__n_neighbors': 3, 'pca__n_components': 35}",0.1912532488275476,haplotype_caller,9739
1,dtr,21,0.934391670062707,0.9353890029335696,2492.3609856262833,0.04261007719858919,0.8746758150069556,"{'dtr__criterion': 'mse', 'pca__n_components': 21}",0.22235621974489875,haplotype_caller,9739
2,lasso,27,0.9076265543846496,0.9090307522021385,3095.3656871923363,0.05068664931864784,0.9025165784273608,"{'lasso__alpha': 0.56, 'pca__n_components': 27}",0.27615334090908517,haplotype_caller,9739
3,elasticnet,24,0.8989984359307324,0.9005337924921797,3338.110139028946,0.055588641852995745,0.8968943439133612,"{'elasticnet__alpha': 0.060000000000000005, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 24}",0.2978098100103591,haplotype_caller,9739
4,svr,19,0.9053662693505404,0.9068048264721633,3188.652193777776,0.05262308681191862,0.8793563539268783,"{'pca__n_components': 19, 'svr__alpha': 0.0801, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}",0.28447590536791445,haplotype_caller,9739
5,big,xD,,0.7303851548759261,5474.717864476386,0.09472723129751673,,,0.4868874975299005,haplotype_caller,9739
0,knn,34,-0.8574166369192455,-0.28944626034063314,406.844262295082,0.08391305023192015,0.7457597970820585,"{'knn__n_neighbors': 1, 'pca__n_components': 34}",0.5998351299584824,indel_realign,487
1,dtr,36,-0.1582316481168149,0.19593835998502107,385.155737704918,0.08355326121340259,0.18848155118504367,"{'dtr__criterion': 'mse', 'pca__n_components': 36}",0.5678584249344039,indel_realign,487
2,lasso,36,0.5756983303869554,0.7054434690289608,384.4704337219314,0.10315340486510322,0.43996738418381476,"{'lasso__alpha': 0.9600000000000001, 'pca__n_components': 36}",0.5668480397777423,indel_realign,487
3,elasticnet,23,0.6767530908382657,0.7755971870282176,336.2655199953369,0.08771656104507308,0.456113309157391,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.6000000000000001, 'pca__n_components': 23}",0.4957766167061362,indel_realign,487
4,svr,18,0.6520689104235053,0.758461061781607,358.39481854346303,0.09489301921331562,0.4257574205752609,"{'pca__n_components': 18, 'svr__alpha': 0.07010000000000001, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}",0.5284031814649082,indel_realign,487
5,big,xD,,0.24740050630271093,452.91803278688525,0.09990487214677579,,,0.6707415892038691,indel_realign,487
0,knn,29,0.296123051994549,0.6676136634418703,8199.684931506848,0.7839062820604965,0.21810712185578596,"{'knn__n_neighbors': 1, 'pca__n_components': 29}",0.3060767669730746,mAdd,290
1,dtr,35,-0.878529272671138,0.11291673234974042,16094.013698630137,2.5084245689749043,-18.05915763296506,"{'dtr__criterion': 'mse', 'pca__n_components': 35}",0.6007552389689002,mAdd,290
2,lasso,19,0.14729321737199952,0.5973329082034442,25441.3411356121,20.590695583271295,-2.2948058860488363,"{'lasso__alpha': 0.46, 'pca__n_components': 19}",0.9496710553262966,mAdd,290
3,elasticnet,27,-0.16544163675502555,0.4496525604212379,24576.77556017642,26.787240374593175,0.2870941740287819,"{'elasticnet__alpha': 0.41000000000000003, 'elasticnet__l1_ratio': 0.30000000000000004, 'pca__n_components': 27}",0.9173986645727485,mAdd,290
4,svr,18,0.041959640263431686,0.5475920523466206,26092.002274528677,26.997648423670004,0.3759552312333254,"{'pca__n_components': 18, 'svr__alpha': 0.0301, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'elasticnet'}",0.9739588492425449,mAdd,290
