,dataset,resource,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
1,All,cpu_mean,continuous,dtr,64,0.9528037002724241,0.9529125126288234,0.012421243466059852,0.021664710988019965,0.95386736655689,"{'dtr__criterion': 'mse', 'dtr__max_depth': 10, 'pca__n_components': 64}"
2,All,cpu_mean,continuous,lasso,49,0.7577973778648144,0.758355782616728,0.07535818594712532,0.14609996138060474,0.7638834333894238,"{'lasso__alpha': 0.01, 'pca__n_components': 49}"
3,All,cpu_mean,continuous,mlp,47,0.9266429170228087,0.9268120437785797,0.026432126420618804,0.05105493132085833,0.9005892920441818,"{'mlp__activation': 'logistic', 'mlp__hidden_layer_sizes': (100,), 'pca__n_components': 47}"
4,All,cpu_mean,continuous,elasticnet,58,0.8802318320206436,0.8805079607988462,0.03924541338343686,0.07579823822512916,0.8847711297846073,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 58}"
5,All,cpu_mean,continuous,svr,36,0.876356552558567,0.8766416158992758,0.05131747504930135,0.10764163513774669,0.8794078278987764,"{'pca__n_components': 36, 'svr__alpha': 0.0001, 'svr__loss': 'epsilon_insensitive', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,All,cpu_max,continuous,knn,70,0.9598605331008682,0.9599530757366916,0.009017367467860358,0.015299914127513298,0.9523987575300055,"{'knn__n_neighbors': 2, 'pca__n_components': 70}"
1,All,cpu_max,continuous,dtr,54,0.9304206549510188,0.9305810720289507,0.011021977521589729,0.014553580217639741,0.935136202081596,"{'dtr__criterion': 'mae', 'dtr__max_depth': 15, 'pca__n_components': 54}"
2,All,cpu_max,continuous,lasso,74,0.7561101270907298,0.7566724218453262,0.0733605644477173,0.1406318942634858,0.7618681814448005,"{'lasso__alpha': 0.01, 'pca__n_components': 74}"
3,All,cpu_max,continuous,mlp,74,0.9272176170670766,0.9273854188362195,0.02787450847757626,0.05609011788652146,0.9002795706563055,"{'mlp__activation': 'logistic', 'mlp__hidden_layer_sizes': (100,), 'pca__n_components': 74}"
4,All,cpu_max,continuous,elasticnet,57,0.8787373772919645,0.8790169515763084,0.03939258521097227,0.07599916044763641,0.8831258072884669,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 57}"
5,All,cpu_max,continuous,svr,37,0.877349925269722,0.8776326983625489,0.052155423357248744,0.11074345326917781,0.8807543893726929,"{'pca__n_components': 37, 'svr__alpha': 0.0001, 'svr__loss': 'epsilon_insensitive', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,All,memory_mean,continuous,knn,67,0.7511411964623124,0.7517149472220106,0.10069911183608449,1.7401975690970768,0.7508315695197871,"{'knn__n_neighbors': 4, 'pca__n_components': 67}"
1,All,memory_mean,continuous,dtr,72,0.7585463229597794,0.7591030009983475,0.10495878337136824,2.0832704039829286,0.7634444197260368,"{'dtr__criterion': 'friedman_mse', 'dtr__max_depth': 5, 'pca__n_components': 72}"
2,All,memory_mean,continuous,lasso,63,0.7007294417093173,0.7014194181446842,0.12605152214928794,2.1821484839159813,0.7045718829643098,"{'lasso__alpha': 0.01, 'pca__n_components': 63}"
3,All,memory_mean,continuous,mlp,61,0.7732231744518658,0.7737460146089772,0.10274452555201367,1.81516705905319,0.7721069308403326,"{'mlp__activation': 'logistic', 'mlp__hidden_layer_sizes': (100,), 'pca__n_components': 61}"
4,All,memory_mean,continuous,elasticnet,52,0.7658239380764936,0.766363837374898,0.10615929638363707,1.969668354329437,0.7691548705107356,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 52}"
5,All,memory_mean,continuous,svr,39,0.7617097019816695,0.7622590867636149,0.10662362699513601,1.7966145635760076,0.7671076377189778,"{'pca__n_components': 39, 'svr__alpha': 0.0001, 'svr__loss': 'epsilon_insensitive', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,All,memory_max,continuous,knn,58,0.7239237729185559,0.7245602741906462,0.11107867704330142,1.5226952905549829,0.7202261178016192,"{'knn__n_neighbors': 7, 'pca__n_components': 58}"
1,All,memory_max,continuous,dtr,62,0.7304144154367154,0.7310359523554342,0.1142433875644431,1.7171944561660712,0.730854203734694,"{'dtr__criterion': 'friedman_mse', 'dtr__max_depth': 5, 'pca__n_components': 62}"
2,All,memory_max,continuous,lasso,31,0.6565190536965633,0.6573109583874239,0.13756430636753833,1.8387979582595144,0.6594475594026232,"{'lasso__alpha': 0.01, 'pca__n_components': 31}"
3,All,memory_max,continuous,mlp,71,0.7263191000076034,0.7269500787877523,0.11558739007357996,1.8129448970650837,0.7308435188135218,"{'mlp__activation': 'logistic', 'mlp__hidden_layer_sizes': (100,), 'pca__n_components': 71}"
4,All,memory_max,continuous,elasticnet,57,0.7246731912363572,0.7253079647040739,0.11791607237959056,1.7169432983490844,0.7263478644935167,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 57}"
5,All,memory_max,continuous,svr,37,0.7184653292220543,0.7191144150849773,0.11937471262309908,1.6546269447743323,0.7233453030260082,"{'pca__n_components': 37, 'svr__alpha': 0.0001, 'svr__loss': 'epsilon_insensitive', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
