,dataset,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
3,ShorterThan1.2Kms,two_step_6_cat,elasticnet,37,0.7226004548048175,0.7231168776422738,90.13531865440346,0.45046956454421605,0.7207047076948012,"{'elasticnet__alpha': 0.060000000000000005, 'elasticnet__l1_ratio': 0.7000000000000001, 'pca__n_components': 37}"
4,ShorterThan1.2Kms,two_step_6_cat,svr,41,0.7420029716042014,0.7424832736081779,87.13200545935244,0.4171964240838675,0.7386902031073019,"{'pca__n_components': 41, 'svr__alpha': 0.0801, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ShorterThan1.2Kms,two_step_7_cat,knn,60,0.8273172997512601,0.8276513007671906,57.33952903631353,0.21992913351177448,0.8189197066489775,"{'knn__n_neighbors': 5, 'pca__n_components': 60}"
1,ShorterThan1.2Kms,two_step_7_cat,dtr,18,0.7037706161833863,0.7043435798618596,72.6257917895653,0.2786913837815861,0.6575167701364548,"{'dtr__criterion': 'mse', 'pca__n_components': 18}"
2,ShorterThan1.2Kms,two_step_7_cat,lasso,34,0.7302738895048706,0.730795590838001,87.0955091504714,0.43072601107532893,0.7291865036944624,"{'lasso__alpha': 0.8600000000000001, 'pca__n_components': 34}"
3,ShorterThan1.2Kms,two_step_7_cat,elasticnet,64,0.7392114578546964,0.7397158722395426,85.87587969975456,0.41567597103297527,0.7376100031829175,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.5, 'pca__n_components': 64}"
4,ShorterThan1.2Kms,two_step_7_cat,svr,42,0.7389751569797606,0.7394800284152099,86.19086766460977,0.41534336072002775,0.7396761969955699,"{'pca__n_components': 42, 'svr__alpha': 0.040100000000000004, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ShorterThan1.2Kms,two_step_8_cat,knn,68,0.8370405203854625,0.8373635947146226,55.31974275905421,0.20959618865340862,0.8290137507004722,"{'knn__n_neighbors': 5, 'pca__n_components': 68}"
1,ShorterThan1.2Kms,two_step_8_cat,dtr,63,0.7306231104847689,0.7311571620052894,68.98010250954982,0.26178377342170095,0.7005671102871139,"{'dtr__criterion': 'mae', 'pca__n_components': 63}"
2,ShorterThan1.2Kms,two_step_8_cat,lasso,39,0.7389428788023472,0.7394604360165878,84.83457787044594,0.41644879204752094,0.7373360245466416,"{'lasso__alpha': 0.8600000000000001, 'pca__n_components': 39}"
3,ShorterThan1.2Kms,two_step_8_cat,elasticnet,36,0.7142044837228017,0.714771085892351,90.22506643802765,0.4558881727269883,0.7126382436978691,"{'elasticnet__alpha': 0.36000000000000004, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 36}"
