,dataset,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
2,All,4cat_more_res,lasso,71,0.5626997010857397,0.5640483426447603,16519.948695363106,25.662436034691254,0.5888648845302951,"{'lasso__alpha': 0.81, 'pca__n_components': 71}"
3,All,4cat_more_res,mlp,102,0.8642950223270717,0.8647135387861504,8079.124510748591,9.79900073096454,0.11690427405662018,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (100, 50), 'pca__n_components': 102}"
4,All,4cat_more_res,elasticnet,76,0.07544449579920376,0.07829584069808038,19400.385901498645,29.300785217189098,0.07708879113136607,"{'elasticnet__alpha': 0.51, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 76}"
5,All,4cat_more_res,svr,51,0.06194528329906257,0.06483825999887083,58609.39430790761,200.03263824716566,0.07062837940465361,"{'pca__n_components': 51, 'svr__alpha': 0.0901, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'elasticnet'}"
0,All,5cat_more_res,knn,87,0.8477751063124535,0.8482673599958552,3894.5808781700052,0.3820949789036824,0.6594796471190911,"{'knn__n_neighbors': 4, 'pca__n_components': 87}"
1,All,5cat_more_res,dtr,59,0.9281340409205383,0.9283664357819247,3554.3251575265726,1.549127497229815,0.8593806477028647,"{'dtr__criterion': 'friedman_mse', 'dtr__max_depth': 10, 'pca__n_components': 59}"
2,All,5cat_more_res,lasso,101,0.5655975435265564,0.5670022822923249,16760.66039107926,23.00779815653906,0.5929169468750277,"{'lasso__alpha': 0.060000000000000005, 'pca__n_components': 101}"
3,All,5cat_more_res,mlp,104,0.8927936180434835,0.8931402941693384,9725.149236235065,13.773598450034834,0.15860730004395085,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (100, 50), 'pca__n_components': 104}"
4,All,5cat_more_res,elasticnet,94,0.0997383820961556,0.10264958201033059,26191.70046795045,49.81183490205695,0.16016531410245916,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 94}"
5,All,5cat_more_res,svr,55,-0.3004624127035156,-0.29625707284568037,131325.44596505602,454.593521696939,0.057077914231335014,"{'pca__n_components': 55, 'svr__alpha': 0.1901, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}"
0,All,6cat_more_res,knn,89,0.6264458438079246,0.627698555512024,6839.092273221753,0.6951202797022877,0.40905204426867114,"{'knn__n_neighbors': 12, 'pca__n_components': 89}"
1,All,6cat_more_res,dtr,99,0.9843343465807998,0.9843868812590125,2364.8784955996334,0.9105947737953156,0.802788291170072,"{'dtr__criterion': 'friedman_mse', 'dtr__max_depth': 15, 'pca__n_components': 99}"
2,All,6cat_more_res,lasso,78,0.5629784212001789,0.5644439705392286,16603.81200044177,24.743265933402114,0.5918715421511672,"{'lasso__alpha': 0.46, 'pca__n_components': 78}"
3,All,6cat_more_res,mlp,86,0.888417534215846,0.8887917253700417,9922.350347350368,7.584077458874077,0.20100354699966916,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (100, 50), 'pca__n_components': 86}"
