,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,execTimeMs
64733,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,3242766336,13581336576,1322078208,15502024704,302178304,11600408576,784375808,12686962688,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,1697.0
12801,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,4901572608,3355627520,793833472,7463366656,2768896,2680745984,304812032,2988326912,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,405.0
10169,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,8,4,1,33359015936,29642252288,3716763648,1285619712,32073396224,2768896,2249928704,757702656,3010400256,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,572.0
4887,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,29743742976,3615272960,1258491904,32100524032,2768896,2260918272,642252800,2905939968,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,140.0
13598,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,27961253888,5397762048,1351184384,32007831552,2768896,3808735232,814374912,4625879040,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,266.0
37937,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824090624,14356365312,2467725312,1007689728,15816400896,58572800,1564524544,221462528,1844559872,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,102.0
68308,montage,2.0,mImgtbl,4,308,1,mImgtbl,AMD,EPYC 7B12,2.25,4,2,1,16824102912,11240693760,5583409152,1418035200,15406067712,334147584,3355508736,897630208,4587286528,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,2115.0
51919,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,15767138304,12960694272,2806444032,1196814336,14570323968,130592768,1567055872,327782400,2025431040,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,290.0
12980,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,27957940224,5401075712,1394503680,31964512256,2768896,3575832576,1021009920,4599611392,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,247.0
75893,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,5109571584,11714531328,1419243520,15404859392,309223424,9486237696,958066688,10753527808,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,1605.0
