,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,execTimeMs
28256,soykb,238.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,6923550720,1333649408,823951360,7433248768,454656,592990208,209674240,803119104,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,51486.0
39877,soykb,134.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,3.1,4,2,1,16824107008,10974224384,5849882624,1349877760,15474229248,338137088,3766779904,845815808,4950732800,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,32788.0
13572,soykb,82.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.2,4,2,1,16824840192,6306324480,10518515712,1185746944,15639093248,179867648,8992768000,560939008,9733574656,0,0,0,19.6,3.92,110.0,68210780000,13642156000.0,44534.0
27519,soykb,446.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.2,4,2,1,15767138304,9186209792,6580928512,1065943040,14701195264,149700608,5313953792,431722496,5895376896,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,57486.0
14871,soykb,238.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon® Platinum 8259CL,2.5,8,4,1,33359015936,26396438528,6962577408,1755365376,31603650560,2768896,3929309184,1814523904,5746601984,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,41617.0
35792,soykb,446.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.2,4,2,1,16824832000,11952295936,4872536064,1152348160,15672483840,229543936,3393744896,509878272,4133167104,0,0,0,19.6,3.92,110.0,68210772000,13642154400.0,52382.0
50971,soykb,134.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.2,4,2,1,16824102912,4664598528,12159504384,1522774016,15301328896,340926464,9621463040,1087709184,11050098688,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,50579.0
75114,soykb,134.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.8,4,2,1,16824086528,7154597888,9669488640,1215700992,15608385536,157904896,8177635328,520810496,8856350720,0,0,0,15.68,3.92,110.0,54565728000,13641432000.0,34082.0
74859,soykb,238.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,3.1,4,2,1,16824107008,8236441600,8587665408,1332166656,15491940352,338145280,6492278784,877387776,7707811840,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,32285.0
18739,soykb,238.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon® Platinum 8259CL,2.5,8,4,1,33359015936,26256367616,7102648320,1785257984,31573757952,2768896,3980345344,1870225408,5853339648,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,25935.0
29057,soykb,82.0,gatk-wrapper,13,10,1,select_variants_indel,AMD,EPYC 7B12,2.25,4,2,1,16824102912,7982972928,8841129984,1666039808,15158063104,338493440,6393716736,892170240,7624380416,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,52268.0
22703,soykb,56.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,4918771712,3338428416,738684928,7518515200,2768896,2668249088,315813888,2986831872,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,34910.0
45549,soykb,134.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,3.1,4,2,1,16824107008,13406633984,3417473024,1027919872,15796187136,102146048,2367193088,316203008,2785542144,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,29651.0
27672,soykb,56.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.8,4,2,1,16824102912,10495528960,6328573952,1339699200,15484403712,347713536,4192260096,911036416,5451010048,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,37616.0
8513,soykb,82.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon®,2.2,4,2,1,15767138304,11008708608,4758429696,1162002432,14605135872,298336256,3132735488,573104128,4004175872,0,0,0,23.520000000000003,3.92,110.0,77133080000,12855513333.333334,50810.0
27656,soykb,82.0,gatk-wrapper,13,10,1,select_variants_indel,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5067997184,3189202944,721625088,7535575040,2768896,2557583360,295059456,2855411712,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,39591.0
27715,soykb,134.0,gatk-wrapper,13,10,1,select_variants_indel,AMD,EPYC 7B12,2.25,4,2,1,16824102912,10997768192,5826334720,1354579968,15469522944,339591168,3696209920,896737280,4932538368,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,54547.0
