workflowName	size	executable	args	inputs	outputs	name	cpu.manufacturer	cpu.brand	cpu.speed	cpu.cores	cpu.physicalCores	cpu.processors	mem.total	mem.free	mem.used	mem.active	mem.available	mem.buffers	mem.cached	mem.slab	mem.buffcache	mem.swaptotal	mem.swapused	mem.swapfree	total_cpus	avg_cpus	avg_pods	total_ram_available	average_ram_available	execTimeMs
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.2	4	2	1	16824102912	7487647744	9336455168	1306107904	15517995008	318382080	7246884864	942776320	8508043264	0	0	0	23.520000000000003	3.92	110.0	81848616000	13641436000.0	127844.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	13413064704	3411042304	1022959616	15801147392	105820160	2366046208	310628352	2782494720	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	83313.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	7185612800	9638494208	1354690560	15469416448	348450816	7420538880	985387008	8754376704	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	82207.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.2	4	2	1	15767138304	8237854720	7529283584	2235138048	13532000256	106213376	5202038784	366333952	5674586112	0	0	0	12.7	3.175	110.0	40992952000	10248238000.0	196753.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8175M	2.5	8	4	1	33359015936	19450228736	13908787200	6128963584	27230052352	2768896	6367936512	1907015680	8277721088	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	270156.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8259CL	2.5	8	4	1	33359015936	24576458752	8782557184	1801461760	31557554176	2768896	5674188800	1839910912	7516868608	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	130225.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8175M	2.5	8	4	1	33359015936	21197266944	12161748992	4156600320	29202415616	2768896	6666407936	1878867968	8548044800	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	250903.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.2	4	2	1	16824102912	10203242496	6620860416	1249443840	15574659072	323481600	4917891072	542154752	5783527424	0	0	0	23.520000000000003	3.92	110.0	81848616000	13641436000.0	111901.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8259CL	2.5	2	1	1	8257200128	4579778560	3677421568	827879424	7429320704	40960	2959302656	217387008	3176730624	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	189492.0
soykb	134.0	gatk-wrapper	11	11	1	realign_target_creator	AMD	EPYC 7B12	2.25	4	2	1	16824102912	11448823808	5375279104	1198252032	15625850880	97521664	4149284864	325763072	4572569600	0	0	0	13.69	3.4225	110.0	47131800000	11782950000.0	163638.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	8272527360	8551579648	1322831872	15501275136	338141184	6479646720	862814208	7680602112	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	84874.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8259CL	2.5	2	1	1	8257200128	4579667968	3677532160	818102272	7439097856	458752	2975264768	209620992	3185344512	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	190176.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.2	4	2	1	16824102912	12897292288	3926810624	1157378048	15666724864	118927360	2691670016	368652288	3179249664	0	0	0	23.520000000000003	3.92	110.0	81848584000	13641430666.666666	110661.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon® Platinum 8175M	2.5	2	1	1	8257200128	4348121088	3909079040	1073967104	7183233024	2768896	2556252160	576684032	3135705088	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	182556.0
soykb	134.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	10017341440	6806765568	1340645376	15483461632	348446720	4672413696	913108992	5933969408	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	90519.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	5116010496	11708096512	1424695296	15399411712	323858432	9682288640	700477440	10706624512	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	83514.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.8	4	2	1	16824102912	7296557056	9527545856	1213542400	15610560512	147591168	8057978880	498188288	8703758336	0	0	0	15.68	3.92	110.0	54565728000	13641432000.0	89782.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	AMD	EPYC 7B12	2.25	4	2	1	16824086528	10184105984	6639980544	1091567616	15732518912	147881984	5420367872	377700352	5945950208	0	0	0	13.69	3.4225	110.0	47131800000	11782950000.0	114197.0
soykb	134.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	13458767872	3365339136	1003532288	15820574720	91426816	2362261504	302821376	2756509696	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	91347.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.2	4	2	1	16824840192	7611572224	9213267968	1146785792	15678054400	169041920	7768158208	499871744	8437071872	0	0	0	19.6	3.92	110.0	68210772000	13642154400.0	106203.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	AMD	EPYC 7B12	2.25	4	2	1	16824102912	9257730048	7566372864	2030698496	14793404416	175452160	5297135616	451293184	5923880960	0	0	0	13.69	3.4225	110.0	47131800000	11782950000.0	158663.0
soykb	446.0	gatk-wrapper	11	11	1	realign_target_creator	AMD	EPYC 7B12	2.25	4	2	1	16824086528	9569689600	7254396928	2142871552	14681214976	147464192	4983996416	379822080	5511282688	0	0	0	13.69	3.4225	110.0	47131800000	11782950000.0	141455.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824090624	7150022656	9674067968	1437483008	15386607616	336343040	7701331968	604426240	8642101248	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	85618.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	2.8	4	2	1	16824102912	7239233536	9584869376	3362557952	13461544960	332763136	5491630080	861786112	6686179328	0	0	0	12.7	3.175	110.0	43822280000	10955570000.0	191629.0
soykb	238.0	gatk-wrapper	11	11	1	realign_target_creator	Intel®	Xeon®	3.1	4	2	1	16824107008	10012139520	6811967488	1338085376	15486021632	348446720	4675284992	918093824	5941825536	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	84948.0
