workflowName	size	executable	args	inputs	outputs	name	cpu.manufacturer	cpu.brand	cpu.speed	cpu.cores	cpu.physicalCores	cpu.processors	mem.total	mem.free	mem.used	mem.active	mem.available	mem.buffers	mem.cached	mem.slab	mem.buffcache	mem.swaptotal	mem.swapused	mem.swapfree	total_cpus	avg_cpus	avg_pods	total_ram_available	average_ram_available	read_sum	write_sum	cpu_max	cpu_mean	memory_mean	memory_max	execTimeMs
montage	0.25	mImgtbl	4	11	1	mImgtbl	AMD	EPYC 7B12	2.25	4	2	1	16824102912	13506965504	3317137408	1284198400	15539904512	305668096	1694523392	457719808	2457911296	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.044585987261146494	0.044585987261146494	103.0
montage	2.0	mImgtbl	4	308	1	mImgtbl	AMD	EPYC 7B12	2.25	4	2	1	16824102912	13972705280	2851397632	1166749696	15657353216	263544832	1358610432	457039872	2079195136	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.7770700636942675	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.05095541401273885	0.05095541401273885	1553.0
montage2	0.25	mImgtbl	4	31	1	mImgtbl	Intel®	Xeon®	2.8	4	4	1	16824102912	12646146048	4177956864	1400385536	15423717376	280915968	2394259456	519581696	3194757120	0	0	0	12.7	3.175	110.0	43822280000	10955570000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.5668789808917197	0.5605095541401274	549.0
montage2	0.01	mImgtbl	4	3	1	mImgtbl	Intel®	Xeon®	2.2	4	4	1	15767138304	12146982912	3620155392	1118142464	14648995840	213938176	2301046784	380694528	2895679488	0	0	0	23.520000000000003	3.92	110.0	77133096000	12855516000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.6496815286624203	0.6496815286624203	180.0
montage2	0.25	mImgtbl	4	31	1	mImgtbl	Intel®	Xeon®	3.1	4	4	1	16824090624	4989870080	11834220544	1425252352	15398838272	294920192	9753452544	769916928	10818289664	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.3885350318471337	0.3821656050955414	255.0
montage2	1.0	mImgtbl	4	218	1	mImgtbl	Intel®	Xeon®	3.1	4	4	1	16824107008	4844412928	11979694080	1482575872	15341531136	341889024	9340903424	1324453888	11007246336	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.910828025477707	0.9745222929936306	0.43949044585987257	0.43949044585987257	0.35031847133757965	0.34394904458598724	2006.0
montage2	0.25	mImgtbl	4	31	1	mImgtbl	Intel®	Xeon®	2.2	4	4	1	15767138304	11665690624	4101447680	1173467136	14593671168	253239296	2617233408	460918784	3331391488	0	0	0	23.520000000000003	3.92	110.0	77133096000	12855516000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.6369426751592356	0.6369426751592356	337.0
montage	0.25	mImgtbl	4	11	1	mImgtbl	Intel®	Xeon® Platinum 8259CL	2.5	2	1	1	8257200128	6148235264	2108964864	687316992	7569883136	2768896	1587625984	194588672	1784983552	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.1464968152866242	0.1464968152866242	59.0
montage2	1.0	mImgtbl	4	218	1	mImgtbl	Intel®	Xeon®	3.1	4	4	1	16824090624	172490752	16651599872	1676361728	15147728896	250937344	14191579136	1023184896	15465701376	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.34394904458598724	0.43630573248407645	0.43949044585987257	0.43949044585987257	0.03184713375796178	0.03184713375796178	1115.0
montage2	1.0	mImgtbl	4	218	1	mImgtbl	AMD	EPYC 7B12	2.25	4	4	1	16824102912	3271811072	13552291840	1439563776	15384539136	333615104	11163877376	1128931328	12626423808	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.9808917197452228	0.9872611464968153	0.910828025477707	0.9235668789808917	0.9617834394904459	0.949044585987261	6212.0
