workflowName	size	executable	args	inputs	outputs	name	cpu.manufacturer	cpu.brand	cpu.speed	cpu.cores	cpu.physicalCores	cpu.processors	mem.total	mem.free	mem.used	mem.active	mem.available	mem.buffers	mem.cached	mem.slab	mem.buffcache	mem.swaptotal	mem.swapused	mem.swapfree	total_cpus	avg_cpus	avg_pods	total_ram_available	average_ram_available	read_sum	write_sum	cpu_max	cpu_mean	memory_mean	memory_max	execTimeMs
montage2	0.01	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	2	2	1	8257200128	4860350464	3396849664	979378176	7277821952	2768896	2390548480	479772672	2873090048	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.44335454224107457	0.3713768115942029	0.5705196182396607	0.881671968893602	0.5564687168610817	0.8225963237893248	19199.0
montage2	0.01	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	2	2	1	8257200128	5358587904	2898612224	888086528	7369113600	2768896	2055696384	319791104	2378256384	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.4019088016967126	0.3713768115942029	0.48418168964298336	0.7627253446447508	0.5121509367267586	0.6742665252739484	19752.0
montage2	0.01	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	2	2	1	8257200128	4859310080	3397890048	980537344	7276662784	2768896	2390548480	479772672	2873090048	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.4206433368681513	0.3713768115942029	0.4699098621420997	0.8277659950512549	0.4875397667020148	0.8977112053729234	19467.0
montage2	0.01	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	2	2	1	8257200128	4672757760	3584442368	973774848	7283425280	2768896	2582192128	484536320	3069497344	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.41136443973135384	0.3713768115942029	0.5291180629197596	0.8348356309650053	0.4897932131495228	0.7695740544361965	19560.0
montage2	0.01	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	2	2	1	8257200128	5356384256	2900815872	890290176	7366909952	2768896	2055696384	319672320	2378137600	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.38215800636267233	0.3713768115942029	0.5291180629197596	0.7520325203252033	0.4608960763520679	0.3707582184517497	19655.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	29485780992	3873234944	1282469888	32076546048	2768896	2264686592	906702848	3174158336	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.5351714386709084	0.4599240014139272	0.763255567338282	0.5852774832096147	0.7259632378932486	0.9643425238600212	21384.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	29421252608	3937763328	1341415424	32017600512	2768896	2267881472	914235392	3184885760	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.6056910569105691	0.5439642983386356	0.9394220572640509	0.5061859314245316	0.7923736302580418	0.9722516790385295	23439.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	24060796928	9298219008	1579708416	31779307520	2768896	7059275776	1321201664	8383246336	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.34597030752916225	0.28101802757158006	0.763255567338282	0.9438847649346058	0.4372127960410039	0.47932131495228	16304.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	8	8	1	33359015936	28854865920	4504150016	1700020224	31658995712	2768896	2413244416	971223040	3387236352	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.6012725344644752	0.5439642983386356	0.4256362672322376	0.5491339696005656	0.6352067868504772	0.420864262990456	23102.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	27271528448	6087487488	1533435904	31825580032	2768896	4111933440	1036562432	5151264768	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.3357193354542241	0.28101802757158006	0.9394220572640509	0.9580240367621067	0.434164015553199	0.39209968186638383	16582.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	8	8	1	33359015936	24518230016	8840785920	1489768448	31869247488	2768896	6709837824	1285447680	7998054400	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.23568398727465534	0.19034994697773067	0.4592612230470131	0.6597737716507599	0.38445563803464117	0.795908448214917	15831.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	28993445888	4365570048	1584586752	31774429184	2768896	2421751808	955863040	3380383744	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.5319017320607988	0.4599240014139272	0.5291180629197596	0.7693531283138918	0.6311417462000707	0.9077854365500176	20240.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	8	8	1	33359015936	25563578368	7795437568	1492082688	31866933248	2768896	5744320512	1180672000	6927761408	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.14589961117002473	0.1077677624602333	0.763255567338282	0.7872481442205727	0.30965005302226933	0.420864262990456	13419.0
montage2	1.0	mProject	4	2	2	mProject	Intel®	Xeon® Platinum 8259CL	2.5	8	8	1	33359015936	25578496000	7780519936	1479266304	31879749632	2768896	5734383616	1177501696	6914654208	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.1561505832449629	0.1077677624602333	0.9394220572640509	0.7790738776952988	0.29736656062212796	0.24036762106751502	13035.0
