workflowName	size	executable	args	inputs	outputs	name	cpu.manufacturer	cpu.brand	cpu.speed	cpu.cores	cpu.physicalCores	cpu.processors	mem.total	mem.free	mem.used	mem.active	mem.available	mem.buffers	mem.cached	mem.slab	mem.buffcache	mem.swaptotal	mem.swapused	mem.swapfree	total_cpus	avg_cpus	avg_pods	total_ram_available	average_ram_available	read_sum	write_sum	cpu_max	cpu_mean	memory_mean	memory_max	execTimeMs
soykb	238.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon® Platinum 8259CL	2.5	2	1	1	8257200128	6923550720	1333649408	823951360	7433248768	454656	592990208	209674240	803119104	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.5161290322580645	0.5161290322580645	0.06451612903225806	0.3225806451612903	0.03225806451612903	0.04838709677419355	51486.0
soykb	134.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	3.1	4	2	1	16824107008	10974224384	5849882624	1349877760	15474229248	338137088	3766779904	845815808	4950732800	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.22580645161290325	0.24193548387096775	0.3387096774193548	0.5	0.5	0.46774193548387094	32788.0
soykb	82.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	2.2	4	2	1	16824840192	6306324480	10518515712	1185746944	15639093248	179867648	8992768000	560939008	9733574656	0	0	0	19.6	3.92	110.0	68210780000	13642156000.0	0.46774193548387094	0.46774193548387094	0.4274193548387097	0.5967741935483871	0.46774193548387094	0.43548387096774194	44534.0
soykb	446.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	2.2	4	2	1	15767138304	9186209792	6580928512	1065943040	14701195264	149700608	5313953792	431722496	5895376896	0	0	0	12.7	3.175	110.0	40992952000	10248238000.0	0.8548387096774194	0.8548387096774194	0.8387096774193549	0.7096774193548387	0.43548387096774194	0.3064516129032258	57486.0
soykb	238.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon® Platinum 8259CL	2.5	8	4	1	33359015936	26396438528	6962577408	1755365376	31603650560	2768896	3929309184	1814523904	5746601984	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.4516129032258065	0.4516129032258065	0.25806451612903225	0.25806451612903225	0.9354838709677419	0.967741935483871	41617.0
soykb	446.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	2.2	4	2	1	16824832000	11952295936	4872536064	1152348160	15672483840	229543936	3393744896	509878272	4133167104	0	0	0	19.6	3.92	110.0	68210772000	13642154400.0	0.7741935483870968	0.7741935483870968	0.9354838709677419	0.3548387096774194	0.9193548387096775	0.9193548387096775	52382.0
soykb	134.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	2.2	4	2	1	16824102912	4664598528	12159504384	1522774016	15301328896	340926464	9621463040	1087709184	11050098688	0	0	0	23.520000000000003	3.92	110.0	81848616000	13641436000.0	0.5806451612903225	0.5967741935483871	0.6451612903225806	0.8225806451612904	0.6451612903225806	0.5483870967741935	50579.0
soykb	134.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	2.8	4	2	1	16824086528	7154597888	9669488640	1215700992	15608385536	157904896	8177635328	520810496	8856350720	0	0	0	15.68	3.92	110.0	54565728000	13641432000.0	0.3387096774193548	0.3548387096774194	0.3064516129032258	0.7580645161290324	0.4032258064516129	0.9354838709677419	34082.0
soykb	238.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon®	3.1	4	2	1	16824107008	8236441600	8587665408	1332166656	15491940352	338145280	6492278784	877387776	7707811840	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.27419354838709675	0.27419354838709675	0.49193548387096775	0.5483870967741935	0.4516129032258065	0.6935483870967742	32285.0
soykb	238.0	gatk-wrapper	13	10	1	select_variants_indel	Intel®	Xeon® Platinum 8259CL	2.5	8	4	1	33359015936	26256367616	7102648320	1785257984	31573757952	2768896	3980345344	1870225408	5853339648	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.016129032258064516	0.016129032258064516	0.16129032258064516	0.903225806451613	0.6129032258064516	0.9838709677419355	25935.0
