workflowName	size	executable	args	inputs	outputs	name	cpu.manufacturer	cpu.brand	cpu.speed	cpu.cores	cpu.physicalCores	cpu.processors	mem.total	mem.free	mem.used	mem.active	mem.available	mem.buffers	mem.cached	mem.slab	mem.buffcache	mem.swaptotal	mem.swapused	mem.swapfree	total_cpus	avg_cpus	avg_pods	total_ram_available	average_ram_available	read_sum	write_sum	cpu_max	cpu_mean	memory_mean	memory_max	execTimeMs
montage2	1.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.8	4	4	1	16824102912	11843317760	4980785152	1535008768	15289094144	329478144	2743054336	822083584	3894616064	0	0	0	12.7	3.175	110.0	43822280000	10955570000.0	0.84375	0.775	0.875	0.8875	0.8875	0.91875	38161.0
montage2	1.0	mBgModel	5	2	1	mBgModel	AMD	EPYC 7B12	2.25	4	4	1	16824102912	11907313664	4916789248	1548853248	15275249664	343293952	2528907264	926986240	3799187456	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.83125	0.928125	0.875	0.6	0.7625	0.803125	49744.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.8	4	4	1	16824102912	11920359424	4903743488	1212702720	15611400192	284753920	3242172416	508264448	4035190784	0	0	0	12.7	3.175	110.0	43822280000	10955570000.0	0.440625	0.440625	0.428125	0.40625	0.6875	0.74375	4380.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon® Platinum 8259CL	2.5	2	2	1	8257200128	3316543488	4940656640	1028747264	7228452864	2768896	3701485568	699310080	4403564544	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.440625	0.440625	0.4	0.4	0.54375	0.73125	4974.0
montage	2.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon® Platinum 8259CL	2.5	2	1	1	8257200128	1797369856	6459830272	1038925824	7218274304	2768896	5181378560	732471296	5916618752	0	0	0	7.72	1.93	30.5	25340644000	6335161000.0	0.734375	0.821875	0.6	0.85	0.30625	0.29375	41843.0
montage2	0.01	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.8	4	4	1	16824102912	13273010176	3551092736	1188904960	15635197952	269422592	2075176960	419237888	2763837440	0	0	0	15.68	3.92	110.0	54565744000	13641436000.0	0.140625	0.165625	0.165625	0.165625	0.34375	0.34375	374.0
montage2	0.25	mBgModel	5	2	1	mBgModel	AMD	EPYC 7B12	2.25	4	4	1	16824102912	12076032000	4748070912	1155379200	15668723712	282001408	3192242176	525557760	3999801344	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.440625	0.440625	0.875	0.53125	0.53125	0.528125	5477.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon® Platinum 8175M	2.5	8	8	1	33359015936	28535234560	4823781376	1335873536	32023142400	2768896	3305193472	762327040	4070289408	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.440625	0.440625	0.428125	0.35625	0.65	0.55	5683.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.2	4	4	1	15767138304	11726462976	4040675328	1324687360	14442450944	284217344	2264514560	533925888	3082657792	0	0	0	12.7	3.175	110.0	40992952000	10248238000.0	0.559375	0.55625	0.6	0.59375	0.725	0.75	6365.0
montage2	0.01	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.2	4	4	1	15767138304	12112257024	3654881280	1214345216	14552793088	262852608	2149457920	421281792	2833592320	0	0	0	12.7	3.175	110.0	40992952000	10248238000.0	0.140625	0.165625	0.165625	0.165625	0.4125	0.4125	496.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.2	4	4	1	15767138304	11901767680	3865370624	1223225344	14543912960	287158272	2268389376	485089280	3040636928	0	0	0	12.7	3.175	110.0	40992952000	10248238000.0	0.440625	0.440625	0.6	0.4125	0.68125	0.6875	5950.0
montage2	1.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.8	4	4	1	16824102912	226320384	16597782528	1523060736	15301042176	329953280	14058397696	1103699968	15492050944	0	0	0	15.68	3.92	110.0	54565744000	13641436000.0	0.8125	0.7375	0.875	0.80625	0.8375	0.8625	32249.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.2	4	4	1	16824102912	9046142976	7777959936	1274011648	15550091264	305299456	5917020160	716562432	6938882048	0	0	0	23.520000000000003	3.92	110.0	81848616000	13641436000.0	0.440625	0.440625	0.6	0.50625	0.64375	0.50625	5909.0
montage	1.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.8	4	2	1	16824102912	13329739776	3494363136	1089540096	15734562816	120471552	2375405568	324608000	2820485120	0	0	0	12.7	3.175	110.0	43822280000	10955570000.0	0.596875	0.596875	0.6	0.6125	0.15	0.13125	9987.0
montage2	1.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	2.2	4	4	1	16824102912	5600321536	11223781376	1571385344	15252717568	309202944	8844484608	950001664	10103689216	0	0	0	23.520000000000003	3.92	110.0	81848616000	13641436000.0	0.909375	0.88125	0.875	0.93125	0.93125	0.8375	43704.0
montage2	0.25	mBgModel	5	2	1	mBgModel	Intel®	Xeon®	3.1	4	4	1	16824107008	7869747200	8954359808	1288253440	15535853568	329625600	7018704896	725200896	8073531392	0	0	0	19.6	3.92	110.0	68207180000	13641436000.0	0.340625	0.340625	0.3875	0.33125	0.50625	0.64375	3778.0
montage2	1.0	mBgModel	5	2	1	mBgModel	Intel®	Xeon® Platinum 8259CL	2.5	8	8	1	33359015936	18704093184	14654922752	2284105728	31074910208	2768896	10690002944	2471669760	13164441600	0	0	0	17.75	5.916666666666667	44.333333333333336	66543572000	22181190666.666668	0.84375	0.775	0.875	0.7125	0.89375	0.8375	39285.0
montage2	0.25	mBgModel	5	2	1	mBgModel	AMD	EPYC 7B12	2.25	4	4	1	16824102912	12207173632	4616929280	1468620800	15355482112	324009984	2618867712	625807360	3568685056	0	0	0	13.69	3.4225	110.0	47131832000	11782958000.0	0.559375	0.55625	0.45625	0.5875	0.7125	0.528125	6514.0
