,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,read_sum,write_sum,cpu_max,cpu_mean,memory_mean,memory_max,execTimeMs
18697,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8175M,2.5,8,4,1,33359015936,26295623680,7063392256,1777639424,31581376512,2768896,3976257536,1835761664,5814788096,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,0.4920634920634921,0.4603174603174603,0.25396825396825395,0.7301587301587301,0.6031746031746031,0.23015873015873015,1226858.0
28989,soykb,82.0,bwa-wrapper,2,2,5,bwa-index,AMD,EPYC 7B12,2.25,4,2,1,16824102912,10914205696,5909897216,1411715072,15412387840,338399232,3753840640,863944704,4956184576,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,0.6031746031746031,0.6031746031746031,0.9841269841269842,0.031746031746031744,0.25396825396825395,0.9206349206349206,1384092.0
22664,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5051437056,3205763072,722329600,7534870528,2768896,2564198400,304414720,2871382016,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.5873015873015873,0.6190476190476191,0.25396825396825395,0.8095238095238095,0.5555555555555556,0.07936507936507936,1298873.0
50979,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,16824102912,10221174784,6602928128,1252003840,15572099072,323334144,4907401216,535465984,5766201344,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,0.9206349206349206,0.873015873015873,0.6111111111111112,0.5238095238095238,0.8253968253968255,0.373015873015873,1448547.0
27633,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,10478379008,6345723904,1369067520,15455035392,347467776,4188426240,903393280,5439287296,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,0.19047619047619047,0.1746031746031746,0.9285714285714286,0.36507936507936506,0.1746031746031746,0.7063492063492063,1004189.0
45755,soykb,446.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,3.1,4,2,1,16824107008,8129339392,8694767616,1059160064,15764946944,180211712,7321436160,536043520,8037691392,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,0.07936507936507936,0.07936507936507936,0.6111111111111112,0.25396825396825395,0.06349206349206349,0.9206349206349206,940177.0
8445,soykb,82.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,4934680576,10832457728,1391050752,14376087552,308973568,8781606912,771047424,9861627904,0,0,0,23.520000000000003,3.92,110.0,77133080000,12855513333.333334,1.0,1.0,0.25396825396825395,1.0,0.9682539682539683,0.9206349206349206,1788180.0
27723,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,AMD,EPYC 7B12,2.25,4,2,1,16824102912,10782052352,6042050560,1443192832,15380910080,340750336,3850305536,898637824,5089693696,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,0.30158730158730157,0.28571428571428575,0.6111111111111112,0.5873015873015873,0.2698412698412698,0.48412698412698413,1101000.0
29307,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,AMD,EPYC 7B12,2.25,4,2,1,16824086528,13060083712,3764002816,1069506560,15754579968,79093760,2695974912,317542400,3092611072,0,0,0,13.69,3.4225,110.0,47131800000,11782950000.0,0.2698412698412698,0.25396825396825395,0.8174603174603174,0.41269841269841273,0.28571428571428575,0.48412698412698413,1055828.0
18409,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5067620352,3189579776,727678976,7529521152,2768896,2573860864,265121792,2841751552,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.6190476190476191,0.6825396825396826,0.8174603174603174,0.873015873015873,0.6984126984126984,0.23015873015873015,1315853.0
18531,soykb,446.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,3.1,4,2,1,16824107008,5293146112,11530960896,1420734464,15403372544,323100672,9513189376,698286080,10534576128,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,0.14285714285714288,0.12698412698412698,0.6111111111111112,0.38095238095238093,0.2380952380952381,0.7063492063492063,946700.0
22205,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,16824102912,13199994880,3624108032,1213313024,15610789888,321724416,2045960192,459911168,2827595776,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,0.9365079365079364,0.9206349206349206,1.0,0.047619047619047616,0.9365079365079364,0.3492063492063492,1616304.0
39615,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,16824840192,12196327424,4628512768,1068724224,15756115968,127066112,3460136960,371142656,3958345728,0,0,0,19.6,3.92,110.0,68210780000,13642156000.0,0.873015873015873,0.8412698412698413,0.25396825396825395,0.6825396825396826,0.9523809523809524,0.9206349206349206,1395334.0
72869,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,10686996480,6137106432,1469911040,15354191872,352743424,3788955648,928796672,5070495744,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,0.4444444444444444,0.4761904761904762,0.25396825396825395,0.12698412698412698,0.6507936507936507,0.23015873015873015,1210061.0
28908,soykb,82.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,3.1,4,2,1,16824107008,11025494016,5798612992,1318121472,15505985536,338137088,3760275456,833736704,4932149248,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,0.1746031746031746,0.15873015873015872,0.6111111111111112,0.31746031746031744,0.19047619047619047,0.48412698412698413,965366.0
27769,soykb,446.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,398737408,7858462720,1053736960,7203463168,2768896,6214991872,876937216,7094697984,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.6984126984126984,0.6507936507936507,0.8174603174603174,0.9841269841269842,0.7936507936507937,0.33333333333333337,1311751.0
12325,soykb,82.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5728804864,2528395264,715833344,7541366784,2768896,1916174336,271106048,2190049280,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.42857142857142855,0.41269841269841273,0.25396825396825395,0.9047619047619048,0.41269841269841273,0.07936507936507936,1230884.0
18499,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,4927127552,3330072576,723808256,7533391872,2768896,2672857088,317472768,2993098752,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.5079365079365079,0.4920634920634921,0.8174603174603174,0.746031746031746,0.4920634920634921,0.07936507936507936,1258919.0
73492,soykb,446.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,13113708544,3710394368,1067528192,15756574720,79446016,2641072128,313905152,3034423296,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,0.1111111111111111,0.20634920634920637,0.8174603174603174,0.06349206349206349,0.015873015873015872,0.23015873015873015,1018342.0
6522,soykb,446.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,7585579008,9238523904,1236058112,15588044800,86102016,7829340160,469192704,8384634880,0,0,0,15.68,3.92,110.0,54565728000,13641432000.0,0.41269841269841273,0.39682539682539686,0.9285714285714286,0.6984126984126984,0.6190476190476191,0.48412698412698413,1132285.0
21449,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,16824102912,4774146048,12049956864,1528651776,15295451136,340967424,9511620608,1078419456,10931007488,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,0.9682539682539683,0.9682539682539683,0.6111111111111112,0.8412698412698413,1.0,0.48412698412698413,1641425.0
82945,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,5698260992,10068877312,1396953088,14370185216,289132544,8173748224,638197760,9101078528,0,0,0,23.520000000000003,3.92,110.0,77133080000,12855513333.333334,0.9047619047619048,0.8571428571428571,0.25396825396825395,0.9682539682539683,0.9206349206349206,0.7063492063492063,1412910.0
37781,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,AMD,EPYC 7B12,2.25,4,2,1,16824086528,12701650944,4122435584,1078079488,15746007040,123236352,2970505216,345157632,3438899200,0,0,0,13.69,3.4225,110.0,47131800000,11782950000.0,0.28571428571428575,0.30158730158730157,0.25396825396825395,0.5714285714285715,0.33333333333333337,0.9206349206349206,1089165.0
13406,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,8456171520,7310966784,1186574336,14580563968,291393536,5689966592,563806208,6545166336,0,0,0,23.520000000000003,3.92,110.0,77133080000,12855513333.333334,0.8253968253968255,0.8095238095238095,0.8174603174603174,0.4444444444444444,0.7777777777777777,0.48412698412698413,1398063.0
37132,soykb,82.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,9608540160,6158598144,1518714880,14248423424,338259968,3849347072,872382464,5059989504,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,0.9523809523809524,0.9523809523809524,0.8174603174603174,0.20634920634920637,0.9841269841269842,0.07936507936507936,1598907.0
70822,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,16824840192,6531284992,10293555200,1210642432,15614197760,183328768,8749756416,555249664,9488334848,0,0,0,19.6,3.92,110.0,68210780000,13642156000.0,0.8412698412698413,0.7936507936507937,0.8174603174603174,0.7777777777777777,0.746031746031746,0.48412698412698413,1400273.0
10721,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5062094848,3195105280,717246464,7539953664,2768896,2571415552,290295808,2864480256,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.5714285714285715,0.5714285714285715,0.25396825396825395,0.7936507936507937,0.42857142857142855,0.07936507936507936,1299218.0
30398,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,9291784192,6475354112,1630224384,14136913920,341479424,4040949760,943267840,5325697024,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,0.8571428571428571,0.9365079365079364,0.25396825396825395,0.19047619047619047,0.9047619047619048,0.23015873015873015,1478876.0
29170,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,10848436224,5975666688,1432829952,15391272960,332763136,3822125056,849342464,5004230656,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,0.38095238095238093,0.42857142857142855,0.25396825396825395,0.07936507936507936,0.5238095238095238,0.23015873015873015,1202389.0
18876,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,9749348352,6017789952,1459978240,14307160064,341479424,3789508608,883441664,5014429696,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,0.7936507936507937,0.9047619047619048,0.8174603174603174,0.2380952380952381,0.8412698412698413,0.23015873015873015,1469803.0
73872,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.8,4,2,1,16824102912,10680492032,6143610880,1440194560,15383908352,352870400,3817246720,931876864,5101993984,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,0.4761904761904762,0.5238095238095238,0.25396825396825395,0.1111111111111111,0.6666666666666667,0.07936507936507936,1217088.0
22527,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8175M,2.5,2,1,1,8257200128,3948355584,4308844544,1143173120,7114027008,2768896,2823938048,662835200,3489542144,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,0.7142857142857143,0.6666666666666667,0.25396825396825395,0.9365079365079364,0.6349206349206349,0.7063492063492063,1326342.0
7048,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,8440807424,7326330880,1191727104,14575411200,291880960,5696942080,565616640,6554439680,0,0,0,23.520000000000003,3.92,110.0,77133080000,12855513333.333334,0.8095238095238095,0.7777777777777777,0.6111111111111112,0.4603174603174603,0.7301587301587301,0.48412698412698413,1389282.0
6336,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,3.1,4,2,1,16824107008,13516197888,3307909120,995745792,15828361216,70848512,2356809728,283377664,2711035904,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,0.015873015873015872,0.031746031746031744,0.25396825396825395,0.28571428571428575,0.09523809523809523,0.7063492063492063,932210.0
14829,soykb,238.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon® Platinum 8259CL,2.5,8,4,1,33359015936,26398773248,6960242688,1810685952,31548329984,2768896,3910430720,1773318144,5686517760,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,0.5396825396825397,0.5396825396825397,0.25396825396825395,0.3492063492063492,0.4603174603174603,0.23015873015873015,1273517.0
81339,soykb,134.0,bwa-wrapper,2,2,5,bwa-index,Intel®,Xeon®,2.2,4,2,1,15767138304,9631358976,6135779328,1418014720,14349123584,342298624,3935367168,895885312,5173551104,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,0.7777777777777777,0.8888888888888888,0.6111111111111112,0.15873015873015872,0.873015873015873,0.23015873015873015,1455384.0
80064,soykb,56.0,bwa-wrapper,2,2,5,bwa-index,AMD,EPYC 7B12,2.25,4,2,1,16824102912,10934874112,5889228800,1416015872,15408087040,339140608,3720777728,876744704,4936663040,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,0.6507936507936507,0.6984126984126984,0.7301587301587301,0.015873015873015872,0.38095238095238093,0.7063492063492063,1391587.0
